date,variable,Western area rural,Tonkolili,Police traning School,Kenema,Western area,Bo EMC,Western area urban,34 Military Hospital,Port Loko,Bo,Pujehun,Kambia,Koinadugu,Kailahun,Moyamba,Bombali,Kono,National,Kenema (IFRC),Bonthe,Police training School
2014-09-11,cum_confirmed,49,29,,396,,,94,,132,74,10,3,0,508,17,73,15,1401,,1,
2014-09-11,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,11,,0,
2014-09-11,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-09-11,death_confirmed,2,2,,209,,,3,,16,16,1,1,0,185,6,6,2,450,,1,
2014-09-11,cfr,4.1,6.9,,52.8,,,3.2,,12.1,21.6,10,33.3,0,36.4,35.3,8.2,0,32.1,,100,
2014-09-11,etc_new_admission,,,,4,,,,,,,,,,16,,,,,,,
2014-09-11,etc_currently_admitted,,,,54,,,,,,,,,,69,,,,,,,
2014-09-11,etc_cum_admission,,,,487,,,,,,,,,,457,,,,,,,
2014-09-11,etc_new_deaths,,,,2,,,,,,,,,,3,,,,,,,
2014-09-11,etc_cum_deaths,,,,186,,,,,,,,,,220,,,,,,,
2014-09-11,etc_new_discharges,,,,2,,,,,,,,,,8,,,,,,,
2014-09-11,etc_cum_discharges,,,,80,,,,,,,,,,229,,,,,,,
2014-09-11,cum_contacts,183,553,,2485,,,767,,1551,631,333,98,,1422,206,582,157,9052,,84,
2014-09-11,cum_completed_contacts,0,170,,1821,,,436,,238,498,195,12,,1097,149,182,80,4905,,27,
2014-09-11,contacts_followed,181,383,,638,,,331,,1313,133,138,86,,147,55,400,77,3939,,57,
2014-09-11,new_contacts,181,20,,2,,,63,,37,14,0,30,,0,0,15,0,362,,0,
2014-09-11,contacts_healthy,0,383,,620,,,331,,1155,130,138,85,,147,51,390,71,3558,,57,
2014-09-11,contacts_ill,0,0,,0,,,0,,3,2,0,1,,0,4,9,5,24,,0,
2014-09-11,contacts_not_seen,0,0,,18,,,0,,155,1,0,0,,0,0,1,0,175,,0,
2014-09-11,new_completed_contacts,0,0,,0,,,0,,9,0,0,0,,0,0,6,0,15,,0,
2014-09-11,percent_seen,100%,100%,,97%,,,100%,,88%,99%,100%,100%,,100%,100%,99%,100%,91%,,100%,
2014-09-12,population,263619,434937,,653013,,,1040888,,557978,654142,335574,341690,335471,465048,278119,494139,325003,,,168729,
2014-09-12,new_noncase,4,0,,7,,,5,,5,0,0,0,0,0,0,0,0,,,0,
2014-09-12,new_suspected,1,0,,1,,,0,,0,2,0,0,0,0,0,1,0,,,0,
2014-09-12,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,,0,
2014-09-12,new_confirmed,1,1,,1,,,8,,10,1,0,0,0,0,0,9,0,,,0,
2014-09-12,cum_noncase,46,26,,472,,,161,,38,81,4,4,24,257,24,24,23,,,1,
2014-09-12,cum_suspected,4,2,,25,,,8,,5,11,1,0,0,18,3,1,39,,,0,
2014-09-12,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,,,0,
2014-09-12,cum_confirmed,50,30,,397,,,102,,142,75,10,3,0,508,17,82,15,,,1,
2014-09-12,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,,,0,
2014-09-12,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,,,0,
2014-09-12,death_confirmed,2,2,,217,,,3,,16,16,1,1,0,186,6,6,2,,,1,
2014-09-12,cfr,4,6.7,,54.7,,,2.9,,11.3,21.3,10,33.3,0,36.6,35.3,7.3,0,,,100,
2014-09-12,etc_new_admission,,,,20,,,,,,,,,,5,,,,,,,
2014-09-12,etc_currently_admitted,,,,68,,,,,,,,,,64,,,,,,,
2014-09-12,etc_cum_admission,,,,507,,,,,,,,,,462,,,,,,,
2014-09-12,etc_new_deaths,,,,1,,,,,,,,,,8,,,,,,,
2014-09-12,etc_cum_deaths,,,,187,,,,,,,,,,228,,,,,,,
2014-09-12,etc_new_discharges,,,,4,,,,,,,,,,0,,,,,,,
2014-09-12,etc_cum_discharges,,,,84,,,,,,,,,,229,,,,,,,
2014-09-12,cum_contacts,242,553,,2495,,,800,,1626,663,333,98,,1422,206,603,191,9316,,84,
2014-09-12,cum_completed_contacts,30,182,,1830,,,436,,498,498,195,12,,1105,149,182,80,5224,,27,
2014-09-12,contacts_followed,212,371,,640,,,364,,1368,165,138,85,,166,55,421,111,4153,,57,
2014-09-12,new_contacts,59,0,,10,,,33,,75,32,0,0,,18,0,21,34,282,,0,
2014-09-12,contacts_healthy,212,371,,624,,,362,,1185,164,137,85,,166,55,414,105,3937,,57,
2014-09-12,contacts_ill,0,0,,3,,,2,,3,1,1,0,,0,0,5,6,21,,0,
2014-09-12,contacts_not_seen,0,0,,13,,,0,,180,0,0,0,,0,0,2,0,195,,0,
2014-09-12,new_completed_contacts,30,12,,9,,,0,,20,0,0,0,,4,0,0,0,75,,0,
2014-09-12,percent_seen,100%,100%,,97%,,,100%,,86%,100%,100%,100%,,100%,100%,99%,100%,95%,,100%,
2014-09-13,population,263619,434937,,653013,,,1040888,,557978,654142,335574,341690,335471,465048,278119,494139,325003,6348350,,168729,
2014-09-13,new_noncase,8,2,,5,,,10,,0,3,0,1,0,8,3,0,0,40,,0,
2014-09-13,new_suspected,0,0,,4,,,0,,0,0,0,0,0,0,0,1,0,5,,0,
2014-09-13,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-09-13,new_confirmed,1,1,,1,,,7,,1,1,0,0,0,10,0,0,0,22,,0,
2014-09-13,cum_noncase,54,28,,479,,,171,,39,84,4,5,24,272,28,24,23,1236,,1,
2014-09-13,cum_suspected,4,2,,27,,,8,,4,11,1,0,0,1,2,3,39,102,,0,
2014-09-13,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
2014-09-13,cum_confirmed,51,31,,398,,,109,,143,76,10,3,0,528,17,82,15,1464,,1,
2014-09-13,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,11,,0,
2014-09-13,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-09-13,death_confirmed,2,2,,221,,,3,,16,16,1,1,0,186,6,6,2,463,,1,
2014-09-13,cfr,3.9,6.5,,55.5,,,2.8,,11.2,21.1,10,33.3,0,35.2,35.3,7.3,0,31.6,,100,
2014-09-13,etc_new_admission,,,,0,,,,,,,,,,0,,,,,,,
2014-09-13,etc_currently_admitted,,,,62,,,,,,,,,,60,,,,,,,
2014-09-13,etc_cum_admission,,,,507,,,,,,,,,,462,,,,,,,
2014-09-13,etc_new_deaths,,,,1,,,,,,,,,,4,,,,,,,
2014-09-13,etc_cum_deaths,,,,188,,,,,,,,,,232,,,,,,,
2014-09-13,etc_new_discharges,,,,1,,,,,,,,,,0,,,,,,,
2014-09-13,etc_cum_discharges,,,,85,,,,,,,,,,229,,,,,,,
2014-09-13,cum_contacts,242,553,,2495,,,800,,1626,,333,98,,1422,206,626,191,9339,,84,
2014-09-13,cum_completed_contacts,30,182,,1830,,,436,,498,,195,12,,1105,149,187,80,5229,,27,
2014-09-13,contacts_followed,212,371,,640,,,364,,1368,,138,85,,166,55,439,111,4171,,57,
2014-09-13,new_contacts,0,0,,0,,,0,,0,,0,0,,0,0,23,0,55,,0,
2014-09-13,contacts_healthy,211,371,,625,,,362,,1360,,137,85,,166,55,424,111,4128,,57,
2014-09-13,contacts_ill,0,0,,0,,,0,,3,,1,0,,0,0,9,0,14,,0,
2014-09-13,contacts_not_seen,1,0,,15,,,2,,0,,0,0,,0,0,6,0,24,,0,
2014-09-13,new_completed_contacts,0,0,,0,,,0,,0,,0,0,,0,0,5,0,5,,0,
2014-09-13,percent_seen,100%,100%,,97%,,,100%,,100%,,100%,100%,,100%,100%,96%,100%,99%,,100%,
2014-09-14,population,263619,434937,,653013,,,1040888,,557978,654142,335574,341690,335471,465048,278119,494139,325003,6348350,,168729,
2014-09-14,new_noncase,3,0,,7,,,3,,0,0,0,0,0,1,0,5,0,19,,0,
2014-09-14,new_suspected,0,0,,2,,,0,,0,0,0,0,0,0,0,2,0,4,,0,
2014-09-14,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-09-14,new_confirmed,2,1,,10,,,5,,0,0,0,0,0,0,0,31,0,49,,0,
2014-09-14,cum_noncase,57,28,,486,,,174,,39,84,4,5,24,273,28,30,23,1256,,1,
2014-09-14,cum_suspected,4,2,,29,,,8,,4,11,1,0,0,1,2,4,39,105,,0,
2014-09-14,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
2014-09-14,cum_confirmed,53,32,,408,,,114,,143,76,10,3,0,528,17,113,15,1513,,1,
2014-09-14,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,11,,0,
2014-09-14,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-09-14,death_confirmed,2,2,,223,,,3,,16,16,1,1,0,189,6,6,2,468,,1,
2014-09-14,cfr,3.8,6.3,,54.7,,,2.6,,11.2,21.1,10,33.3,0,35.8,35.3,5.3,0,30.9,,100,
2014-09-14,etc_new_admission,,,,7,,,,,,,,,,1,,,,,,,
2014-09-14,etc_currently_admitted,,,,46,,,,,,,,,,58,,,,,,,
2014-09-14,etc_cum_admission,,,,514,,,,,,,,,,463,,,,,,,
2014-09-14,etc_new_deaths,,,,2,,,,,,,,,,2,,,,,,,
2014-09-14,etc_cum_deaths,,,,190,,,,,,,,,,234,,,,,,,
2014-09-14,etc_new_discharges,,,,18,,,,,,,,,,0,,,,,,,
2014-09-14,etc_cum_discharges,,,,95,,,,,,,,,,229,,,,,,,
2014-09-14,cum_contacts,242,593,,2495,,,800,,1642,663,333,98,,1440,218,664,192,9464,,84,
2014-09-14,cum_completed_contacts,30,182,,1830,,,436,,258,498,195,12,,1120,164,206,80,5043,,32,
2014-09-14,contacts_followed,212,411,,640,,,364,,1384,165,138,85,,163,54,458,112,4238,,52,
2014-09-14,new_contacts,0,40,,10,,,0,,108,0,0,0,,9,0,38,0,205,,0,
2014-09-14,contacts_healthy,212,411,,624,,,364,,1195,165,138,85,,162,161,447,105,4121,,52,
2014-09-14,contacts_ill,0,0,,3,,,0,,2,0,0,0,,1,3,7,7,23,,0,
2014-09-14,contacts_not_seen,0,0,,13,,,0,,187,0,0,0,,0,0,4,0,204,,0,
2014-09-14,new_completed_contacts,30,0,,9,,,0,,20,0,0,0,,15,0,19,0,93,,0,
2014-09-14,percent_seen,100.00%,100.00%,,97.00%,,,100.00%,,97.00%,100,100.00%,100.00%,,100.00%,100.00%,99.00%,100.00%,99.00%,,100.00%,
2014-09-15,population,263619,434937,,653013,,,1040888,,557978,654142,335574,341690,335471,465048,278119,494139,325003,6348350,,168729,
2014-09-15,new_noncase,5,1,,3,,,10,,7,0,0,0,0,7,9,0,1,43,,0,
2014-09-15,new_suspected,2,0,,0,,,0,,0,0,0,0,0,0,0,0,2,4,,0,
2014-09-15,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-09-15,new_confirmed,2,0,,1,,,13,,12,0,0,0,0,1,0,0,0,29,,0,
2014-09-15,cum_noncase,62,29,,489,,,184,,46,84,4,5,24,280,37,30,26,1301,,1,
2014-09-15,cum_suspected,6,2,,29,,,8,,4,11,1,0,0,18,2,4,39,124,,0,
2014-09-15,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
2014-09-15,cum_confirmed,55,32,,409,,,127,,155,76,10,3,0,529,17,113,15,1542,,1,
2014-09-15,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,11,,0,
2014-09-15,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-09-15,death_confirmed,2,2,,225,,,5,,16,16,1,1,0,191,6,6,2,474,,1,
2014-09-15,cfr,3.6,6.3,,55,,,3.9,,10.3,21.1,10,33.3,0,36.1,35.3,5.3,0,30.7,,100,
2014-09-15,etc_new_admission,,,,3,,,,,,,,,,26,,,,,0,,
2014-09-15,etc_currently_admitted,,,,39,,,,,,,,,,41,,,,,3,,
2014-09-15,etc_cum_admission,,,,466,,,,,,,,,,540,,,,,5,,
2014-09-15,etc_new_deaths,,,,2,,,,,,,,,,2,,,,,2,,
2014-09-15,etc_cum_deaths,,,,236,,,,,,,,,,192,,,,,2,,
2014-09-15,etc_new_discharges,,,,20,,,,,,,,,,5,,,,,0,,
2014-09-15,etc_cum_discharges,,,,249,,,,,,,,,,100,,,,,0,,
2014-09-15,cum_contacts,266,593,,2577,,,828,,1673,681,333,85,,1458,218,680,192,9668,,84,
2014-09-15,cum_completed_contacts,41,182,,1940,,,436,,258,514,205,12,,1120,164,219,80,5203,,32,
2014-09-15,contacts_followed,255,451,,656,,,402,,1415,167,128,85,,166,54,461,112,4416,,64,
2014-09-15,new_contacts,13,40,,2,,,22,,31,18,0,0,,16,0,16,0,158,,0,
2014-09-15,contacts_healthy,255,450,,656,,,402,,1315,167,128,85,,165,54,457,105,4303,,64,
2014-09-15,contacts_ill,0,1,,0,,,0,,6,0,0,0,,1,0,4,7,19,,0,
2014-09-15,contacts_not_seen,0,0,,0,,,0,,94,0,0,0,,0,0,0,0,94,,0,
2014-09-15,new_completed_contacts,0,0,,71,,,0,,0,16,10,0,,4,0,13,0,114,,0,
2014-09-15,percent_seen,100.00%,100.00%,,100.00%,,,100.00%,,93.00%,100.00%,100.00%,100.00%,,100.00%,100.00%,99.00%,100.00%,98.00%,,100.00%,
2014-09-16,population,263619,434937,,653013,,,1040888,,557978,654142,335574,341690,335471,465048,278119,494139,325003,6348350,,168729,
2014-09-16,new_noncase,0,1,,3,,,5,,0,1,0,0,0,8,0,0,0,18,,0,
2014-09-16,new_suspected,1,0,,2,,,0,,0,1,0,0,0,0,0,0,0,5,,1,
2014-09-16,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-09-16,new_confirmed,0,3,,1,,,2,,0,1,0,0,0,22,0,0,0,29,,0,
2014-09-16,cum_noncase,62,30,,495,,,189,,46,85,4,5,24,288,37,30,26,1322,,1,
2014-09-16,cum_suspected,7,2,,28,,,8,,4,12,1,0,0,18,2,5,39,127,,1,
2014-09-16,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
2014-09-16,cum_confirmed,55,35,,410,,,129,,155,77,10,3,0,551,17,113,15,1571,,1,
2014-09-16,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,11,,0,
2014-09-16,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-09-16,death_confirmed,2,2,,229,,,6,,16,16,1,1,0,195,6,6,2,483,,1,
2014-09-16,cfr,3.6,5.7,,55.9,,,4.7,,10.3,20.8,10,33.3,0,35.4,35.3,5.3,0,30.7,,100,
2014-09-16,etc_new_admission,,,,0,,,,,,,,,,3,,,,6,,,
2014-09-16,etc_currently_admitted,,,,3,,,,,,,,,,38,,,,60,,,
2014-09-16,etc_cum_admission,,,,5,,,,,,,,,,469,,,,546,,,
2014-09-16,etc_new_deaths,,,,0,,,,,,,,,,4,,,,4,,,
2014-09-16,etc_cum_deaths,,,,2,,,,,,,,,,240,,,,196,,,
2014-09-16,etc_new_discharges,,,,0,,,,,,,,,,0,,,,0,,,
2014-09-16,etc_cum_discharges,,,,0,,,,,,,,,,249,,,,100,,,
2014-09-16,cum_contacts,317,553,,2618,,,898,,1745,681,333,98,,1474,206,711,192,9910,,84,
2014-09-16,cum_completed_contacts,104,182,,1976,,,443,,258,514,195,12,,1120,149,235,80,5295,,27,
2014-09-16,contacts_followed,213,371,,610,,,455,,1487,167,138,85,,156,55,476,112,4382,,57,
2014-09-16,new_contacts,10,0,,41,,,60,,36,0,0,0,,32,0,31,0,210,,0,
2014-09-16,contacts_healthy,213,371,,600,,,394,,1345,167,138,85,,156,55,461,110,4152,,57,
2014-09-16,contacts_ill,0,0,,4,,,19,,13,0,0,0,,0,0,10,2,48,,0,
2014-09-16,contacts_not_seen,0,0,,10,,,42,,129,0,0,0,,0,0,4,0,185,,0,
2014-09-16,new_completed_contacts,63,12,,36,,,7,,0,0,0,0,,0,0,16,0,134,,0,
2014-09-16,percent_seen,100.00%,100.00%,,99.00%,,,91.00%,,91.00%,100.00%,100.00%,100.00%,,100.00%,100.00%,99.00%,100.00%,96.00%,,100.00%,
2014-09-17,population,"263,619","434,937",,"653,013",,,"1,040,888",,"557,978","654,142","335,574","341,690","335,471","465,048","278,119","494,139","325,003","6,348,350",,"168,729",
2014-09-17,new_noncase,1,2,,2,,,10,,5,1,0,0,0,0,0,9,0,30,,0,
2014-09-17,new_suspected,0,0,,0,,,2,,0,0,0,0,0,0,2,1,0,5,,0,
2014-09-17,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-09-17,new_confirmed,1,4,,2,,,7,,5,0,0,1,0,0,7,9,0,36,,0,
2014-09-17,cum_noncase,63,32,,498,,,199,,51,86,4,5,24,280,37,39,26,"1,345",,1,
2014-09-17,cum_suspected,7,2,,27,,,10,,4,12,1,0,0,18,4,6,39,131,,1,
2014-09-17,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
2014-09-17,cum_confirmed,56,39,,412,,,136,,160,77,10,4,0,529,24,122,15,"1,585",,1,
2014-09-17,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,11,,0,
2014-09-17,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-09-17,death_confirmed,3,2,,229,,,7,,16,16,1,1,0,199,6,6,2,489,,1,
2014-09-17,cfr,5.4,5.1,,55.6,,,5.1,,10,20.8,10,25,0,37.6,25,4.9,0,30.9,,100,
2014-09-17,etc_new_admission,,,,0,,,,,,,,,,7,,,,,10,,
2014-09-17,etc_currently_admitted,,,,3,,,,,,,,,,34,,,,,37,,
2014-09-17,etc_cum_admission,,,,5,,,,,,,,,,476,,,,,556,,
2014-09-17,etc_new_deaths,,,,0,,,,,,,,,,0,,,,,4,,
2014-09-17,etc_cum_deaths,,,,2,,,,,,,,,,240,,,,,200,,
2014-09-17,etc_new_discharges,,,,0,,,,,,,,,,11,,,,,14,,
2014-09-17,etc_cum_discharges,,,,0,,,,,,,,,,260,,,,,104,,
2014-09-17,cum_contacts,366,593,,2618,,,909,,1788,681,333,97,,1422,206,765,193,10060,,89,
2014-09-17,cum_completed_contacts,104,197,,2020,,,466,,258,529,228,12,,1105,149,247,80,5427,,32,
2014-09-17,contacts_followed,262,451,,615,,,443,,1530,157,108,97,,166,55,518,114,4573,,57,
2014-09-17,new_contacts,49,0,,0,,,11,,43,0,0,0,,0,0,54,1,165,,7,
2014-09-17,contacts_healthy,204,451,,615,,,391,,1395,157,108,97,,166,55,497,110,4303,,57,
2014-09-17,contacts_ill,0,0,,0,,,15,,2,0,0,0,,0,0,13,3,33,,0,
2014-09-17,contacts_not_seen,58,0,,17,,,37,,133,0,0,0,,0,0,8,0,253,,0,
2014-09-17,new_completed_contacts,0,15,,44,,,23,,0,15,20,0,,4,0,12,0,133,,0,
2014-09-17,percent_seen,100.00%,100.00%,,99.00%,,,100.00%,,86.00%,100.00%,100.00%,100.00%,,100.00%,100.00%,99.00%,100.00%,98.00%,,100.00%,
2014-09-18,population,"263,619","434,937",,"653,013",,,"1,040,888",,"557,978","654,142","335,574","341,690","335,471","465,048","278,119","494,139","325,003","6,348,350",,"168,729",
2014-09-18,new_noncase,2,1,,3,,,3,,2,0,0,0,0,0,0,1,1,13,,0,
2014-09-18,new_suspected,0,0,,1,,,1,,0,5,0,0,0,0,0,0,1,8,,0,
2014-09-18,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-09-18,new_confirmed,5,5,,0,,,7,,15,0,0,0,0,0,0,0,1,33,,0,
2014-09-18,cum_noncase,65,33,,503,,,202,,53,86,4,5,24,280,37,40,28,"1,361",,1,
2014-09-18,cum_suspected,7,2,,26,,,11,,4,17,1,0,0,18,4,6,39,136,,1,
2014-09-18,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
2014-09-18,cum_confirmed,61,44,,412,,,143,,175,77,10,4,0,529,24,122,16,"1,618",,1,
2014-09-18,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,11,,0,
2014-09-18,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-09-18,death_confirmed,3,2,,229,,,7,,16,16,1,1,0,205,6,6,2,495,,1,
2014-09-18,cfr,4.9,4.5,,55.6,,,4.9,,9.1,20.8,10,25,0,38.8,25,4.9,0,30.6,,100,
2014-09-18,etc_new_admission,,,,13,,,,,,,,,,8,,,,,2,,
2014-09-18,etc_currently_admitted,,,,57,,,,,,,,,,42,,,,,5,,
2014-09-18,etc_cum_admission,,,,569,,,,,,,,,,484,,,,,7,,
2014-09-18,etc_new_deaths,,,,6,,,,,,,,,,0,,,,,0,,
2014-09-18,etc_cum_deaths,,,,206,,,,,,,,,,240,,,,,2,,
2014-09-18,etc_new_discharges,,,,3,,,,,,,,,,0,,,,,0,,
2014-09-18,etc_cum_discharges,,,,107,,,,,,,,,,260,,,,,0,,
2014-09-18,cum_contacts,366,593,,2618,,,913,,1790,681,333,108,,1458,232,798,217,10196,,89,
2014-09-18,cum_completed_contacts,104,197,,2020,,,466,,258,529,225,12,,1120,178,263,80,5484,,32,
2014-09-18,contacts_followed,262,451,,615,,,447,,1532,152,108,96,,166,54,535,137,4612,,57,
2014-09-18,new_contacts,0,0,,0,,,4,,1,0,0,23,,16,14,33,24,115,,0,
2014-09-18,contacts_healthy,246,451,,615,,,442,,1415,151,108,96,,165,54,514,133,4447,,57,
2014-09-18,contacts_ill,0,0,,0,,,0,,1,0,1,0,,1,0,15,4,22,,0,
2014-09-18,contacts_not_seen,15,0,,17,,,5,,116,1,0,0,,0,0,5,0,159,,0,
2014-09-18,new_completed_contacts,0,15,,44,,,0,,0,0,0,0,,4,0,16,0,79,,0,
2014-09-18,percent_seen,100.00%,100.00%,,97.00%,,,100.00%,,98.00%,100.00%,100.00%,100.00%,,100.00%,100.00%,98.00%,100.00%,98.00%,,100.00%,
2014-09-19,population,"263,619","434,937",,"653,013",,,"1,040,888",,"557,978","654,142","335,574","341,690","335,471","465,048","278,119","494,139","325,003","6,348,350",,"168,729",
2014-09-19,new_noncase,3,0,,3,,,9,,1,0,0,0,0,0,0,0,0,16,,0,
2014-09-19,new_suspected,0,0,,1,,,0,,0,0,0,0,0,0,0,0,0,1,,0,
2014-09-19,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-09-19,new_confirmed,3,0,,1,,,8,,1,0,0,0,0,0,9,0,0,22,,0,
2014-09-19,cum_noncase,68,33,,507,,,211,,54,86,4,5,24,280,37,40,28,1378,,1,
2014-09-19,cum_suspected,7,2,,26,,,11,,4,17,1,0,0,18,4,6,39,136,,1,
2014-09-19,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
2014-09-19,cum_confirmed,64,44,,413,,,151,,176,77,10,4,0,529,33,122,16,1640,,1,
2014-09-19,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,11,,0,
2014-09-19,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-09-19,death_confirmed,3,2,,229,,,7,,16,16,1,1,0,207,6,6,2,497,,1,
2014-09-19,cfr,4.7,4.5,,55.4,,,4.6,,9.1,20.8,10,25,0,39.1,18.2,4.9,0,30.3,,100,
2014-09-19,etc_new_admission,,,,10,,,,,,,,,,2,,,,0,,,
2014-09-19,etc_currently_admitted,,,,49,,,,,,,,,,43,,,,5,,,
2014-09-19,etc_cum_admission,,,,494,,,,,,,,,,612,,,,7,,,
2014-09-19,etc_new_deaths,,,,0,,,,,,,,,,2,,,,0,,,
2014-09-19,etc_cum_deaths,,,,240,,,,,,,,,,208,,,,2,,,
2014-09-19,etc_new_discharges,,,,0,,,,,,,,,,0,,,,0,,,
2014-09-19,etc_cum_discharges,,,,260,,,,,,,,,,107,,,,0,,,
2014-09-19,cum_contacts,366,763,,2638,,,913,,1790,681,333,118,,1458,232,843,217,10441,,89,
2014-09-19,cum_completed_contacts,114,197,,2109,,,474,,258,529,225,12,,1120,178,263,80,5591,,32,
2014-09-19,contacts_followed,262,621,,524,,,447,,1532,152,108,106,,166,54,0,137,4166,,57,
2014-09-19,new_contacts,0,170,,12,,,0,,1,0,0,10,,16,0,45,24,278,,0,
2014-09-19,contacts_healthy,253,621,,509,,,455,,1415,152,108,96,,165,54,560,133,4578,,57,
2014-09-19,contacts_ill,0,0,,0,,,3,,1,0,1,99,,1,0,20,4,129,,0,
2014-09-19,contacts_not_seen,9,0,,15,,,8,,116,0,0,6,,0,0,0,0,154,,0,
2014-09-19,new_completed_contacts,10,0,,36,,,8,,0,0,0,1,,4,0,0,0,59,,0,
2014-09-19,percent_seen,100%,100%,,97%,,,100%,,98%,100%,100%,100%,,100%,100%,98%,100%,98%,,100%,
2014-09-20,population,"263,619","434,937",,"653,013",,,"1,040,888",,"557,978","654,142","335,574","341,690","335,471","465,048","278,119","494,139","325,003","6,348,350",,"168,729",
2014-09-20,new_noncase,11,0,,3,,,17,,1,0,0,0,0,0,0,8,1,41,,0,
2014-09-20,new_suspected,0,0,,4,,,0,,0,0,0,0,0,0,1,3,1,9,,0,
2014-09-20,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-09-20,new_confirmed,13,0,,1,,,5,,1,0,0,0,0,0,8,26,2,56,,0,
2014-09-20,cum_noncase,79,33,,511,,,228,,55,86,4,5,24,280,37,48,30,"1,421",,1,
2014-09-20,cum_suspected,7,2,,29,,,11,,4,17,1,0,0,18,5,9,39,143,,1,
2014-09-20,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
2014-09-20,cum_confirmed,77,44,,414,,,156,,177,77,10,4,0,529,41,148,18,"1,696",,1,
2014-09-20,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,11,,0,
2014-09-20,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-09-20,death_confirmed,3,2,,229,,,7,,16,16,1,1,0,210,7,6,2,501,,1,
2014-09-20,cfr,3.9,4.5,,55.3,,,4.5,,9,20.8,10,25,0,39.7,17.1,4.1,0,29.5,,100,
2014-09-20,etc_new_admission,,,,4,,,,8,,,,,,10,,,,,9,,0
2014-09-20,etc_currently_admitted,,,,49,,,,8,,,,,,39,,,,,14,,26
2014-09-20,etc_cum_admission,,,,498,,,,67,,,,,,622,,,,,16,,26
2014-09-20,etc_new_deaths,,,,1,,,,3,,,,,,3,,,,,0,,0
2014-09-20,etc_cum_deaths,,,,241,,,,23,,,,,,211,,,,,2,,0
2014-09-20,etc_new_discharges,,,,3,,,,0,,,,,,4,,,,,0,,0
2014-09-20,etc_cum_discharges,,,,263,,,,26,,,,,,11,,,,,0,,0
2014-09-20,cum_contacts,382,1371,,2638,,,954,,1790,681,333,118,,1458,232,917,218,11181,,89,
2014-09-20,cum_completed_contacts,114,197,,2109,,,484,,258,540,225,12,,1120,178,281,140,5690,,32,
2014-09-20,contacts_followed,268,1174,,524,,,470,,1532,141,108,106,,166,54,636,78,5314,,57,
2014-09-20,new_contacts,0,608,,12,,,41,,0,0,0,0,,0,0,74,0,735,,0,
2014-09-20,contacts_healthy,234,1174,,509,,,450,,1532,141,108,99,,166,54,627,76,5227,,57,
