Variable,Date,Location,Value
Total no. currently in Treatment Units,9/17/2014,Montserrado County,247.0
Total discharges,9/17/2014,Montserrado County,22.0
Cumulative admission/isolation,9/17/2014,Montserrado County,247.0
Newly Reported Cases in HCW,9/17/2014,Montserrado County,0.0
Cumulative cases among HCW,9/17/2014,Montserrado County,71.0
Newly Reported deaths in HCW,9/17/2014,Montserrado County,0.0
Cumulative deaths among HCW,9/17/2014,Montserrado County,33.0
New Case/s (Suspected),9/17/2014,Montserrado County,38.0
New Case/s (Probable),9/17/2014,Montserrado County,15.0
New case/s (confirmed),9/17/2014,Montserrado County,0.0
Total suspected cases,9/17/2014,Montserrado County,333.0
Total probable cases,9/17/2014,Montserrado County,469.0
Total confirmed cases,9/17/2014,Montserrado County,352.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,9/17/2014,Montserrado County,0.0
Total Number of Confirmed Cases of Guinean Nationality,9/17/2014,Montserrado County,1.0
Specimens collected,9/17/2014,National,
Specimens pending for testing,9/17/2014,National,
Total specimens tested,9/17/2014,National,
Newly reported deaths,9/17/2014,National,39.0
Total death/s in confirmed cases,9/17/2014,National,667.0
Total death/s in probable cases,9/17/2014,National,539.0
Total death/s in suspected cases,9/17/2014,National,361.0
"Total death/s in confirmed, probable, suspected cases",9/17/2014,National,1567.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/17/2014,National,
Newly reported contacts,9/17/2014,National,362.0
Total contacts listed,9/17/2014,National,10018.0
Currently under follow-up,9/17/2014,National,5489.0
Contacts seen,9/17/2014,National,5273.0
Contacts who completed 21 day follow-up,9/17/2014,National,157.0
Contacts lost to follow-up,9/17/2014,National,8.0
New admissions,9/17/2014,National,49.0
Total no. currently in Treatment Units,9/17/2014,National,274.0
Total discharges,9/17/2014,National,24.0
Cumulative admission/isolation,9/17/2014,National,274.0
Newly Reported Cases in HCW,9/17/2014,National,0.0
Cumulative cases among HCW,9/17/2014,National,171.0
Newly Reported deaths in HCW,9/17/2014,National,0.0
Cumulative deaths among HCW,9/17/2014,National,83.0
New Case/s (Suspected),9/17/2014,National,51.0
New Case/s (Probable),9/17/2014,National,31.0
New case/s (confirmed),9/17/2014,National,11.0
Total suspected cases,9/17/2014,National,817.0
Total probable cases,9/17/2014,National,1339.0
Total confirmed cases,9/17/2014,National,861.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,9/17/2014,National,13.0
Total Number of Confirmed Cases of Guinean Nationality,9/17/2014,National,4.0
Specimens collected,9/17/2014,Nimba County,
Specimens pending for testing,9/17/2014,Nimba County,
Total specimens tested,9/17/2014,Nimba County,
Newly reported deaths,9/17/2014,Nimba County,0.0
Total death/s in confirmed cases,9/17/2014,Nimba County,35.0
Total death/s in probable cases,9/17/2014,Nimba County,54.0
Total death/s in suspected cases,9/17/2014,Nimba County,12.0
"Total death/s in confirmed, probable, suspected cases",9/17/2014,Nimba County,101.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/17/2014,Nimba County,
Newly reported contacts,9/17/2014,Nimba County,0.0
Total contacts listed,9/17/2014,Nimba County,544.0
Currently under follow-up,9/17/2014,Nimba County,307.0
Contacts seen,9/17/2014,Nimba County,307.0
Contacts who completed 21 day follow-up,9/17/2014,Nimba County,43.0
Contacts lost to follow-up,9/17/2014,Nimba County,0.0
New admissions,9/17/2014,Nimba County,0.0
Total no. currently in Treatment Units,9/17/2014,Nimba County,0.0
Total discharges,9/17/2014,Nimba County,0.0
Cumulative admission/isolation,9/17/2014,Nimba County,0.0
Newly Reported Cases in HCW,9/17/2014,Nimba County,0.0
Cumulative cases among HCW,9/17/2014,Nimba County,7.0
Newly Reported deaths in HCW,9/17/2014,Nimba County,0.0
Cumulative deaths among HCW,9/17/2014,Nimba County,2.0
New Case/s (Suspected),9/17/2014,Nimba County,0.0
New Case/s (Probable),9/17/2014,Nimba County,0.0
New case/s (confirmed),9/17/2014,Nimba County,0.0
Total suspected cases,9/17/2014,Nimba County,29.0
Total probable cases,9/17/2014,Nimba County,87.0
Total confirmed cases,9/17/2014,Nimba County,59.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,9/17/2014,Nimba County,0.0
Total Number of Confirmed Cases of Guinean Nationality,9/17/2014,Nimba County,0.0
Specimens collected,9/17/2014,River Gee County,
Specimens pending for testing,9/17/2014,River Gee County,
Total specimens tested,9/17/2014,River Gee County,
Newly reported deaths,9/17/2014,River Gee County,0.0
Total death/s in confirmed cases,9/17/2014,River Gee County,0.0
Total death/s in probable cases,9/17/2014,River Gee County,0.0
Total death/s in suspected cases,9/17/2014,River Gee County,6.0
"Total death/s in confirmed, probable, suspected cases",9/17/2014,River Gee County,6.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/17/2014,River Gee County,
Newly reported contacts,9/17/2014,River Gee County,0.0
Total contacts listed,9/17/2014,River Gee County,19.0
Currently under follow-up,9/17/2014,River Gee County,4.0
Contacts seen,9/17/2014,River Gee County,4.0
Contacts who completed 21 day follow-up,9/17/2014,River Gee County,0.0
Contacts lost to follow-up,9/17/2014,River Gee County,1.0
New admissions,9/17/2014,River Gee County,0.0
Total no. currently in Treatment Units,9/17/2014,River Gee County,0.0
Total discharges,9/17/2014,River Gee County,0.0
Cumulative admission/isolation,9/17/2014,River Gee County,0.0
Newly Reported Cases in HCW,9/17/2014,River Gee County,0.0
Cumulative cases among HCW,9/17/2014,River Gee County,0.0
Newly Reported deaths in HCW,9/17/2014,River Gee County,0.0
Cumulative deaths among HCW,9/17/2014,River Gee County,0.0
New Case/s (Suspected),9/17/2014,River Gee County,0.0
New Case/s (Probable),9/17/2014,River Gee County,0.0
New case/s (confirmed),9/17/2014,River Gee County,0.0
Total suspected cases,9/17/2014,River Gee County,9.0
Total probable cases,9/17/2014,River Gee County,3.0
Total confirmed cases,9/17/2014,River Gee County,0.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,9/17/2014,River Gee County,0.0
Total Number of Confirmed Cases of Guinean Nationality,9/17/2014,River Gee County,0.0
Specimens collected,9/17/2014,RiverCess County,
Specimens pending for testing,9/17/2014,RiverCess County,
Total specimens tested,9/17/2014,RiverCess County,
Newly reported deaths,9/17/2014,RiverCess County,0.0
Total death/s in confirmed cases,9/17/2014,RiverCess County,0.0
Total death/s in probable cases,9/17/2014,RiverCess County,1.0
Total death/s in suspected cases,9/17/2014,RiverCess County,0.0
"Total death/s in confirmed, probable, suspected cases",9/17/2014,RiverCess County,1.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/17/2014,RiverCess County,
Newly reported contacts,9/17/2014,RiverCess County,0.0
Total contacts listed,9/17/2014,RiverCess County,6.0
Currently under follow-up,9/17/2014,RiverCess County,4.0
Contacts seen,9/17/2014,RiverCess County,0.0
Contacts who completed 21 day follow-up,9/17/2014,RiverCess County,0.0
Contacts lost to follow-up,9/17/2014,RiverCess County,0.0
New admissions,9/17/2014,RiverCess County,0.0
Total no. currently in Treatment Units,9/17/2014,RiverCess County,0.0
Total discharges,9/17/2014,RiverCess County,0.0
Cumulative admission/isolation,9/17/2014,RiverCess County,0.0
Newly Reported Cases in HCW,9/17/2014,RiverCess County,0.0
Cumulative cases among HCW,9/17/2014,RiverCess County,0.0
Newly Reported deaths in HCW,9/17/2014,RiverCess County,0.0
Cumulative deaths among HCW,9/17/2014,RiverCess County,0.0
New Case/s (Suspected),9/17/2014,RiverCess County,0.0
New Case/s (Probable),9/17/2014,RiverCess County,0.0
New case/s (confirmed),9/17/2014,RiverCess County,0.0
Total suspected cases,9/17/2014,RiverCess County,0.0
Total probable cases,9/17/2014,RiverCess County,0.0
Total confirmed cases,9/17/2014,RiverCess County,1.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,9/17/2014,RiverCess County,0.0
Total Number of Confirmed Cases of Guinean Nationality,9/17/2014,RiverCess County,0.0
Specimens collected,9/17/2014,Sinoe County,
Specimens pending for testing,9/17/2014,Sinoe County,
Total specimens tested,9/17/2014,Sinoe County,
Newly reported deaths,9/17/2014,Sinoe County,0.0
Total death/s in confirmed cases,9/17/2014,Sinoe County,1.0
Total death/s in probable cases,9/17/2014,Sinoe County,0.0
Total death/s in suspected cases,9/17/2014,Sinoe County,0.0
"Total death/s in confirmed, probable, suspected cases",9/17/2014,Sinoe County,1.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/17/2014,Sinoe County,
Newly reported contacts,9/17/2014,Sinoe County,0.0
Total contacts listed,9/17/2014,Sinoe County,22.0
Currently under follow-up,9/17/2014,Sinoe County,22.0
Contacts seen,9/17/2014,Sinoe County,0.0
Contacts who completed 21 day follow-up,9/17/2014,Sinoe County,0.0
Contacts lost to follow-up,9/17/2014,Sinoe County,0.0
New admissions,9/17/2014,Sinoe County,0.0
Total no. currently in Treatment Units,9/17/2014,Sinoe County,0.0
Total discharges,9/17/2014,Sinoe County,0.0
Cumulative admission/isolation,9/17/2014,Sinoe County,0.0
Newly Reported Cases in HCW,9/17/2014,Sinoe County,0.0
Cumulative cases among HCW,9/17/2014,Sinoe County,0.0
Newly Reported deaths in HCW,9/17/2014,Sinoe County,0.0
Cumulative deaths among HCW,9/17/2014,Sinoe County,0.0
New Case/s (Suspected),9/17/2014,Sinoe County,0.0
New Case/s (Probable),9/17/2014,Sinoe County,0.0
New case/s (confirmed),9/17/2014,Sinoe County,0.0
Total suspected cases,9/17/2014,Sinoe County,5.0
Total probable cases,9/17/2014,Sinoe County,0.0
Total confirmed cases,9/17/2014,Sinoe County,1.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,9/17/2014,Sinoe County,0.0
Total Number of Confirmed Cases of Guinean Nationality,9/17/2014,Sinoe County,0.0
Specimens collected,9/17/2014,Unnamed: 3,
Specimens pending for testing,9/17/2014,Unnamed: 3,
Total specimens tested,9/17/2014,Unnamed: 3,
Newly reported deaths,9/17/2014,Unnamed: 3,
Total death/s in confirmed cases,9/17/2014,Unnamed: 3,
Total death/s in probable cases,9/17/2014,Unnamed: 3,
Total death/s in suspected cases,9/17/2014,Unnamed: 3,
"Total death/s in confirmed, probable, suspected cases",9/17/2014,Unnamed: 3,
Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/17/2014,Unnamed: 3,
Newly reported contacts,9/17/2014,Unnamed: 3,
Total contacts listed,9/17/2014,Unnamed: 3,
Currently under follow-up,9/17/2014,Unnamed: 3,
Contacts seen,9/17/2014,Unnamed: 3,
Contacts who completed 21 day follow-up,9/17/2014,Unnamed: 3,
Contacts lost to follow-up,9/17/2014,Unnamed: 3,
New admissions,9/17/2014,Unnamed: 3,
Total no. currently in Treatment Units,9/17/2014,Unnamed: 3,
Total discharges,9/17/2014,Unnamed: 3,
Cumulative admission/isolation,9/17/2014,Unnamed: 3,
Newly Reported Cases in HCW,9/17/2014,Unnamed: 3,
Cumulative cases among HCW,9/17/2014,Unnamed: 3,
Newly Reported deaths in HCW,9/17/2014,Unnamed: 3,
Cumulative deaths among HCW,9/17/2014,Unnamed: 3,
New Case/s (Suspected),9/17/2014,Unnamed: 3,
New Case/s (Probable),9/17/2014,Unnamed: 3,
New case/s (confirmed),9/17/2014,Unnamed: 3,
Total suspected cases,9/17/2014,Unnamed: 3,
Total probable cases,9/17/2014,Unnamed: 3,
Total confirmed cases,9/17/2014,Unnamed: 3,
Total Number of Confirmed Cases of Sierra Leonean Nationality,9/17/2014,Unnamed: 3,
Total Number of Confirmed Cases of Guinean Nationality,9/17/2014,Unnamed: 3,
Specimens collected,9/2/2014,Bomi County,0.0
Specimens pending for testing,9/2/2014,Bomi County,3.0
Total specimens tested,9/2/2014,Bomi County,0.0
Newly reported deaths,9/2/2014,Bomi County,0.0
Total death/s in confirmed cases,9/2/2014,Bomi County,19.0
Total death/s in probable cases,9/2/2014,Bomi County,15.0
Total death/s in suspected cases,9/2/2014,Bomi County,0.0
"Total death/s in confirmed, probable, suspected cases",9/2/2014,Bomi County,34.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/2/2014,Bomi County,
Newly reported contacts,9/2/2014,Bomi County,9.0
Total contacts listed,9/2/2014,Bomi County,131.0
Currently under follow-up,9/2/2014,Bomi County,32.0
Contacts seen,9/2/2014,Bomi County,32.0
Contacts who completed 21 day follow-up,9/2/2014,Bomi County,0.0
Contacts lost to follow-up,9/2/2014,Bomi County,0.0
New admissions,9/2/2014,Bomi County,0.0
Total no. currently in Treatment Units,9/2/2014,Bomi County,0.0
Total discharges,9/2/2014,Bomi County,0.0
Cumulative admission/isolation,9/2/2014,Bomi County,0.0
Newly Reported Cases in HCW,9/2/2014,Bomi County,0.0
Cumulative cases among HCW,9/2/2014,Bomi County,5.0
Newly Reported deaths in HCW,9/2/2014,Bomi County,0.0
Cumulative deaths among HCW,9/2/2014,Bomi County,4.0
New Case/s (Suspected),9/2/2014,Bomi County,0.0
New Case/s (Probable),9/2/2014,Bomi County,0.0
New case/s (confirmed),9/2/2014,Bomi County,0.0
Total suspected cases,9/2/2014,Bomi County,1.0
Total probable cases,9/2/2014,Bomi County,31.0
Total confirmed cases,9/2/2014,Bomi County,31.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,9/2/2014,Bomi County,0.0
Total Number of Confirmed Cases of Guinean Nationality,9/2/2014,Bomi County,0.0
Specimens collected,9/2/2014,Bong County,3.0
Specimens pending for testing,9/2/2014,Bong County,3.0
Total specimens tested,9/2/2014,Bong County,0.0
Newly reported deaths,9/2/2014,Bong County,0.0
Total death/s in confirmed cases,9/2/2014,Bong County,11.0
Total death/s in probable cases,9/2/2014,Bong County,13.0
Total death/s in suspected cases,9/2/2014,Bong County,17.0
"Total death/s in confirmed, probable, suspected cases",9/2/2014,Bong County,41.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/2/2014,Bong County,
Newly reported contacts,9/2/2014,Bong County,1.0
Total contacts listed,9/2/2014,Bong County,476.0
Currently under follow-up,9/2/2014,Bong County,294.0
Contacts seen,9/2/2014,Bong County,294.0
Contacts who completed 21 day follow-up,9/2/2014,Bong County,0.0
Contacts lost to follow-up,9/2/2014,Bong County,0.0
New admissions,9/2/2014,Bong County,0.0
Total no. currently in Treatment Units,9/2/2014,Bong County,0.0
Total discharges,9/2/2014,Bong County,0.0
Cumulative admission/isolation,9/2/2014,Bong County,0.0
Newly Reported Cases in HCW,9/2/2014,Bong County,0.0
Cumulative cases among HCW,9/2/2014,Bong County,26.0
Newly Reported deaths in HCW,9/2/2014,Bong County,0.0
Cumulative deaths among HCW,9/2/2014,Bong County,5.0
New Case/s (Suspected),9/2/2014,Bong County,2.0
New Case/s (Probable),9/2/2014,Bong County,4.0
New case/s (confirmed),9/2/2014,Bong County,0.0
Total suspected cases,9/2/2014,Bong County,83.0
Total probable cases,9/2/2014,Bong County,40.0
Total confirmed cases,9/2/2014,Bong County,24.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,9/2/2014,Bong County,0.0
Total Number of Confirmed Cases of Guinean Nationality,9/2/2014,Bong County,0.0
Specimens collected,9/2/2014,Gbarpolu County,0.0
Specimens pending for testing,9/2/2014,Gbarpolu County,0.0
Total specimens tested,9/2/2014,Gbarpolu County,0.0
Newly reported deaths,9/2/2014,Gbarpolu County,0.0
Total death/s in confirmed cases,9/2/2014,Gbarpolu County,0.0
Total death/s in probable cases,9/2/2014,Gbarpolu County,0.0
Total death/s in suspected cases,9/2/2014,Gbarpolu County,0.0
"Total death/s in confirmed, probable, suspected cases",9/2/2014,Gbarpolu County,0.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/2/2014,Gbarpolu County,
Newly reported contacts,9/2/2014,Gbarpolu County,0.0
Total contacts listed,9/2/2014,Gbarpolu County,0.0
Currently under follow-up,9/2/2014,Gbarpolu County,0.0
Contacts seen,9/2/2014,Gbarpolu County,0.0
Contacts who completed 21 day follow-up,9/2/2014,Gbarpolu County,0.0
Contacts lost to follow-up,9/2/2014,Gbarpolu County,0.0
New admissions,9/2/2014,Gbarpolu County,0.0
Total no. currently in Treatment Units,9/2/2014,Gbarpolu County,0.0
Total discharges,9/2/2014,Gbarpolu County,0.0
Cumulative admission/isolation,9/2/2014,Gbarpolu County,0.0
Newly Reported Cases in HCW,9/2/2014,Gbarpolu County,0.0
Cumulative cases among HCW,9/2/2014,Gbarpolu County,0.0
Newly Reported deaths in HCW,9/2/2014,Gbarpolu County,0.0
Cumulative deaths among HCW,9/2/2014,Gbarpolu County,0.0
New Case/s (Suspected),9/2/2014,Gbarpolu County,0.0
New Case/s (Probable),9/2/2014,Gbarpolu County,0.0
New case/s (confirmed),9/2/2014,Gbarpolu County,0.0
Total suspected cases,9/2/2014,Gbarpolu County,1.0
Total probable cases,9/2/2014,Gbarpolu County,0.0
Total confirmed cases,9/2/2014,Gbarpolu County,0.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,9/2/2014,Gbarpolu County,0.0
Total Number of Confirmed Cases of Guinean Nationality,9/2/2014,Gbarpolu County,0.0
Specimens collected,9/2/2014,Grand Bassa,0.0
Specimens pending for testing,9/2/2014,Grand Bassa,0.0
Total specimens tested,9/2/2014,Grand Bassa,0.0
Newly reported deaths,9/2/2014,Grand Bassa,7.0
Total death/s in confirmed cases,9/2/2014,Grand Bassa,13.0
Total death/s in probable cases,9/2/2014,Grand Bassa,3.0
Total death/s in suspected cases,9/2/2014,Grand Bassa,3.0
"Total death/s in confirmed, probable, suspected cases",9/2/2014,Grand Bassa,19.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/2/2014,Grand Bassa,
Newly reported contacts,9/2/2014,Grand Bassa,28.0
Total contacts listed,9/2/2014,Grand Bassa,61.0
Currently under follow-up,9/2/2014,Grand Bassa,61.0
Contacts seen,9/2/2014,Grand Bassa,61.0
Contacts who completed 21 day follow-up,9/2/2014,Grand Bassa,0.0
Contacts lost to follow-up,9/2/2014,Grand Bassa,0.0
New admissions,9/2/2014,Grand Bassa,0.0
Total no. currently in Treatment Units,9/2/2014,Grand Bassa,0.0
Total discharges,9/2/2014,Grand Bassa,0.0
Cumulative admission/isolation,9/2/2014,Grand Bassa,0.0
Newly Reported Cases in HCW,9/2/2014,Grand Bassa,0.0
Cumulative cases among HCW,9/2/2014,Grand Bassa,3.0
Newly Reported deaths in HCW,9/2/2014,Grand Bassa,0.0
Cumulative deaths among HCW,9/2/2014,Grand Bassa,1.0
New Case/s (Suspected),9/2/2014,Grand Bassa,3.0
New Case/s (Probable),9/2/2014,Grand Bassa,1.0
New case/s (confirmed),9/2/2014,Grand Bassa,2.0
Total suspected cases,9/2/2014,Grand Bassa,21.0
Total probable cases,9/2/2014,Grand Bassa,12.0
Total confirmed cases,9/2/2014,Grand Bassa,13.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,9/2/2014,Grand Bassa,0.0
Total Number of Confirmed Cases of Guinean Nationality,9/2/2014,Grand Bassa,0.0
Specimens collected,9/2/2014,Grand Cape Mount,0.0
Specimens pending for testing,9/2/2014,Grand Cape Mount,0.0
Total specimens tested,9/2/2014,Grand Cape Mount,0.0
Newly reported deaths,9/2/2014,Grand Cape Mount,1.0
Total death/s in confirmed cases,9/2/2014,Grand Cape Mount,4.0
Total death/s in probable cases,9/2/2014,Grand Cape Mount,2.0
Total death/s in suspected cases,9/2/2014,Grand Cape Mount,3.0
"Total death/s in confirmed, probable, suspected cases",9/2/2014,Grand Cape Mount,9.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/2/2014,Grand Cape Mount,
Newly reported contacts,9/2/2014,Grand Cape Mount,0.0
Total contacts listed,9/2/2014,Grand Cape Mount,30.0
Currently under follow-up,9/2/2014,Grand Cape Mount,25.0
Contacts seen,9/2/2014,Grand Cape Mount,25.0
Contacts who completed 21 day follow-up,9/2/2014,Grand Cape Mount,0.0
Contacts lost to follow-up,9/2/2014,Grand Cape Mount,0.0
New admissions,9/2/2014,Grand Cape Mount,0.0
Total no. currently in Treatment Units,9/2/2014,Grand Cape Mount,0.0
Total discharges,9/2/2014,Grand Cape Mount,0.0
Cumulative admission/isolation,9/2/2014,Grand Cape Mount,0.0
Newly Reported Cases in HCW,9/2/2014,Grand Cape Mount,0.0
Cumulative cases among HCW,9/2/2014,Grand Cape Mount,3.0
Newly Reported deaths in HCW,9/2/2014,Grand Cape Mount,0.0
Cumulative deaths among HCW,9/2/2014,Grand Cape Mount,0.0
New Case/s (Suspected),9/2/2014,Grand Cape Mount,0.0
New Case/s (Probable),9/2/2014,Grand Cape Mount,0.0
New case/s (confirmed),9/2/2014,Grand Cape Mount,0.0
Total suspected cases,9/2/2014,Grand Cape Mount,2.0
Total probable cases,9/2/2014,Grand Cape Mount,4.0
Total confirmed cases,9/2/2014,Grand Cape Mount,4.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,9/2/2014,Grand Cape Mount,2.0
Total Number of Confirmed Cases of Guinean Nationality,9/2/2014,Grand Cape Mount,0.0
Specimens collected,9/2/2014,Grand Gedeh,0.0
Specimens pending for testing,9/2/2014,Grand Gedeh,0.0
Total specimens tested,9/2/2014,Grand Gedeh,0.0
Newly reported deaths,9/2/2014,Grand Gedeh,0.0
Total death/s in confirmed cases,9/2/2014,Grand Gedeh,0.0
Total death/s in probable cases,9/2/2014,Grand Gedeh,0.0
Total death/s in suspected cases,9/2/2014,Grand Gedeh,2.0
"Total death/s in confirmed, probable, suspected cases",9/2/2014,Grand Gedeh,2.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/2/2014,Grand Gedeh,
Newly reported contacts,9/2/2014,Grand Gedeh,0.0
Total contacts listed,9/2/2014,Grand Gedeh,0.0
Currently under follow-up,9/2/2014,Grand Gedeh,0.0
Contacts seen,9/2/2014,Grand Gedeh,0.0
Contacts who completed 21 day follow-up,9/2/2014,Grand Gedeh,0.0
Contacts lost to follow-up,9/2/2014,Grand Gedeh,0.0
New admissions,9/2/2014,Grand Gedeh,0.0
Total no. currently in Treatment Units,9/2/2014,Grand Gedeh,0.0
Total discharges,9/2/2014,Grand Gedeh,0.0
Cumulative admission/isolation,9/2/2014,Grand Gedeh,0.0
Newly Reported Cases in HCW,9/2/2014,Grand Gedeh,0.0
Cumulative cases among HCW,9/2/2014,Grand Gedeh,0.0
Newly Reported deaths in HCW,9/2/2014,Grand Gedeh,0.0
Cumulative deaths among HCW,9/2/2014,Grand Gedeh,0.0
New Case/s (Suspected),9/2/2014,Grand Gedeh,0.0
New Case/s (Probable),9/2/2014,Grand Gedeh,0.0
New case/s (confirmed),9/2/2014,Grand Gedeh,0.0
Total suspected cases,9/2/2014,Grand Gedeh,3.0
Total probable cases,9/2/2014,Grand Gedeh,0.0
Total confirmed cases,9/2/2014,Grand Gedeh,0.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,9/2/2014,Grand Gedeh,0.0
Total Number of Confirmed Cases of Guinean Nationality,9/2/2014,Grand Gedeh,0.0
Specimens collected,9/2/2014,Grand Kru,
Specimens pending for testing,9/2/2014,Grand Kru,
Total specimens tested,9/2/2014,Grand Kru,
Newly reported deaths,9/2/2014,Grand Kru,
Total death/s in confirmed cases,9/2/2014,Grand Kru,
Total death/s in probable cases,9/2/2014,Grand Kru,
Total death/s in suspected cases,9/2/2014,Grand Kru,
"Total death/s in confirmed, probable, suspected cases",9/2/2014,Grand Kru,
Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/2/2014,Grand Kru,
Newly reported contacts,9/2/2014,Grand Kru,
Total contacts listed,9/2/2014,Grand Kru,
Currently under follow-up,9/2/2014,Grand Kru,
Contacts seen,9/2/2014,Grand Kru,
Contacts who completed 21 day follow-up,9/2/2014,Grand Kru,
Contacts lost to follow-up,9/2/2014,Grand Kru,
New admissions,9/2/2014,Grand Kru,
Total no. currently in Treatment Units,9/2/2014,Grand Kru,
Total discharges,9/2/2014,Grand Kru,
Cumulative admission/isolation,9/2/2014,Grand Kru,
Newly Reported Cases in HCW,9/2/2014,Grand Kru,
Cumulative cases among HCW,9/2/2014,Grand Kru,
Newly Reported deaths in HCW,9/2/2014,Grand Kru,
Cumulative deaths among HCW,9/2/2014,Grand Kru,
New Case/s (Suspected),9/2/2014,Grand Kru,
New Case/s (Probable),9/2/2014,Grand Kru,
New case/s (confirmed),9/2/2014,Grand Kru,
Total suspected cases,9/2/2014,Grand Kru,
Total probable cases,9/2/2014,Grand Kru,
Total confirmed cases,9/2/2014,Grand Kru,
Total Number of Confirmed Cases of Sierra Leonean Nationality,9/2/2014,Grand Kru,
Total Number of Confirmed Cases of Guinean Nationality,9/2/2014,Grand Kru,
Specimens collected,9/2/2014,Lofa County,0.0
Specimens pending for testing,9/2/2014,Lofa County,8.0
Total specimens tested,9/2/2014,Lofa County,0.0
Newly reported deaths,9/2/2014,Lofa County,5.0
Total death/s in confirmed cases,9/2/2014,Lofa County,146.0
Total death/s in probable cases,9/2/2014,Lofa County,140.0
Total death/s in suspected cases,9/2/2014,Lofa County,34.0
"Total death/s in confirmed, probable, suspected cases",9/2/2014,Lofa County,320.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/2/2014,Lofa County,
Newly reported contacts,9/2/2014,Lofa County,4.0
Total contacts listed,9/2/2014,Lofa County,760.0
Currently under follow-up,9/2/2014,Lofa County,226.0
Contacts seen,9/2/2014,Lofa County,226.0
Contacts who completed 21 day follow-up,9/2/2014,Lofa County,14.0
Contacts lost to follow-up,9/2/2014,Lofa County,0.0
New admissions,9/2/2014,Lofa County,0.0
Total no. currently in Treatment Units,9/2/2014,Lofa County,70.0
Total discharges,9/2/2014,Lofa County,2.0
Cumulative admission/isolation,9/2/2014,Lofa County,70.0
Newly Reported Cases in HCW,9/2/2014,Lofa County,0.0
Cumulative cases among HCW,9/2/2014,Lofa County,20.0
Newly Reported deaths in HCW,9/2/2014,Lofa County,0.0
Cumulative deaths among HCW,9/2/2014,Lofa County,17.0
New Case/s (Suspected),9/2/2014,Lofa County,0.0
New Case/s (Probable),9/2/2014,Lofa County,10.0
New case/s (confirmed),9/2/2014,Lofa County,0.0
Total suspected cases,9/2/2014,Lofa County,63.0
Total probable cases,9/2/2014,Lofa County,345.0
Total confirmed cases,9/2/2014,Lofa County,220.0
Total Number of Confirmed Cases of Sierra Leonean Nationality,9/2/2014,Lofa County,11.0
Total Number of Confirmed Cases of Guinean Nationality,9/2/2014,Lofa County,0.0
Specimens collected,9/2/2014,Margibi County,0.0
Specimens pending for testing,9/2/2014,Margibi County,0.0
Total specimens tested,9/2/2014,Margibi County,0.0
Newly reported deaths,9/2/2014,Margibi County,5.0
Total death/s in confirmed cases,9/2/2014,Margibi County,25.0
Total death/s in probable cases,9/2/2014,Margibi County,49.0
Total death/s in suspected cases,9/2/2014,Margibi County,37.0
"Total death/s in confirmed, probable, suspected cases",9/2/2014,Margibi County,111.0
Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/2/2014,Margibi County,
Newly reported contacts,9/2/2014,Margibi County,47.0
Total contacts listed,9/2/2014,Margibi County,951.0
Currently under follow-up,9/2/2014,Margibi County,860.0
Contacts seen,9/2/2014,Margibi County,860.0
Contacts who completed 21 day follow-up,9/2/2014,Margibi County,0.0
Contacts lost to follow-up,9/2/2014,Margibi County,0.0
New admissions,9/2/2014,Margibi County,0.0
Total no. currently in Treatment Units,9/2/2014,Margibi County,0.0
Total discharges,9/2/2014,Margibi County,0.0
Cumulative admission/isolation,9/2/2014,Margibi County,0.0
Newly Reported Cases in HCW,9/2/2014,Margibi County,0.0
Cumulative cases among HCW,9/2/2014,Margibi County,32.0
Newly Reported deaths in HCW,9/2/2014,Margibi County,0.0
Cumulative deaths among HCW,9/2/2014,Margibi County,19.0
New Case/s (Suspected),9/2/2014,Margibi County,7.0
New Case/s (Probable),9/2/2014,Margibi County,7.0
New case/s (confirmed),9/2/2014,Margibi County,0.0
