,Variable,Date,Location,Value
15923,Newly Reported Cases in HCW,9/15/2014,Margibi County,0.0
15924,Cumulative cases among HCW,9/15/2014,Margibi County,37.0
15925,Newly Reported deaths in HCW,9/15/2014,Margibi County,0.0
15926,Cumulative deaths among HCW,9/15/2014,Margibi County,19.0
15927,New Case/s (Suspected),9/15/2014,Margibi County,4.0
15928,New Case/s (Probable),9/15/2014,Margibi County,5.0
15929,New case/s (confirmed),9/15/2014,Margibi County,0.0
15930,Total suspected cases,9/15/2014,Margibi County,202.0
15931,Total probable cases,9/15/2014,Margibi County,221.0
15932,Total confirmed cases,9/15/2014,Margibi County,34.0
15933,Total Number of Confirmed Cases of Sierra Leonean Nationality,9/15/2014,Margibi County,1.0
15934,Total Number of Confirmed Cases of Guinean Nationality,9/15/2014,Margibi County,0.0
17737,Specimens collected,9/15/2014,Maryland County,0.0
17738,Specimens pending for testing,9/15/2014,Maryland County,0.0
17739,Total specimens tested,9/15/2014,Maryland County,0.0
17740,Newly reported deaths,9/15/2014,Maryland County,0.0
17741,Total death/s in confirmed cases,9/15/2014,Maryland County,0.0
17742,Total death/s in probable cases,9/15/2014,Maryland County,4.0
17743,Total death/s in suspected cases,9/15/2014,Maryland County,0.0
17744,"Total death/s in confirmed, probable, suspected cases",9/15/2014,Maryland County,4.0
17745,Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/15/2014,Maryland County,
17746,Newly reported contacts,9/15/2014,Maryland County,0.0
17747,Total contacts listed,9/15/2014,Maryland County,6.0
17748,Currently under follow-up,9/15/2014,Maryland County,6.0
17749,Contacts seen,9/15/2014,Maryland County,0.0
17750,Contacts who completed 21 day follow-up,9/15/2014,Maryland County,0.0
17751,Contacts lost to follow-up,9/15/2014,Maryland County,0.0
17752,New admissions,9/15/2014,Maryland County,0.0
17753,Total no. currently in Treatment Units,9/15/2014,Maryland County,0.0
17754,Total discharges,9/15/2014,Maryland County,0.0
17755,Cumulative admission/isolation,9/15/2014,Maryland County,0.0
17756,Newly Reported Cases in HCW,9/15/2014,Maryland County,0.0
17757,Cumulative cases among HCW,9/15/2014,Maryland County,0.0
17758,Newly Reported deaths in HCW,9/15/2014,Maryland County,0.0
17759,Cumulative deaths among HCW,9/15/2014,Maryland County,0.0
17760,New Case/s (Suspected),9/15/2014,Maryland County,0.0
17761,New Case/s (Probable),9/15/2014,Maryland County,0.0
17762,New case/s (confirmed),9/15/2014,Maryland County,0.0
17763,Total suspected cases,9/15/2014,Maryland County,2.0
17764,Total probable cases,9/15/2014,Maryland County,4.0
17765,Total confirmed cases,9/15/2014,Maryland County,0.0
17766,Total Number of Confirmed Cases of Sierra Leonean Nationality,9/15/2014,Maryland County,0.0
17767,Total Number of Confirmed Cases of Guinean Nationality,9/15/2014,Maryland County,0.0
19570,Specimens collected,9/15/2014,Montserrado County,0.0
19571,Specimens pending for testing,9/15/2014,Montserrado County,0.0
19572,Total specimens tested,9/15/2014,Montserrado County,0.0
19573,Newly reported deaths,9/15/2014,Montserrado County,15.0
19574,Total death/s in confirmed cases,9/15/2014,Montserrado County,330.0
19575,Total death/s in probable cases,9/15/2014,Montserrado County,154.0
19576,Total death/s in suspected cases,9/15/2014,Montserrado County,161.0
19577,"Total death/s in confirmed, probable, suspected cases",9/15/2014,Montserrado County,645.0
19578,Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/15/2014,Montserrado County,
19579,Newly reported contacts,9/15/2014,Montserrado County,322.0
19580,Total contacts listed,9/15/2014,Montserrado County,5494.0
19581,Currently under follow-up,9/15/2014,Montserrado County,2265.0
19582,Contacts seen,9/15/2014,Montserrado County,2205.0
19583,Contacts who completed 21 day follow-up,9/15/2014,Montserrado County,124.0
19584,Contacts lost to follow-up,9/15/2014,Montserrado County,2.0
19585,New admissions,9/15/2014,Montserrado County,18.0
19586,Total no. currently in Treatment Units,9/15/2014,Montserrado County,218.0
19587,Total discharges,9/15/2014,Montserrado County,8.0
19588,Cumulative admission/isolation,9/15/2014,Montserrado County,224.0
19589,Newly Reported Cases in HCW,9/15/2014,Montserrado County,3.0
19590,Cumulative cases among HCW,9/15/2014,Montserrado County,71.0
19591,Newly Reported deaths in HCW,9/15/2014,Montserrado County,0.0
19592,Cumulative deaths among HCW,9/15/2014,Montserrado County,33.0
19593,New Case/s (Suspected),9/15/2014,Montserrado County,33.0
19594,New Case/s (Probable),9/15/2014,Montserrado County,20.0
19595,New case/s (confirmed),9/15/2014,Montserrado County,0.0
19596,Total suspected cases,9/15/2014,Montserrado County,269.0
19597,Total probable cases,9/15/2014,Montserrado County,438.0
19598,Total confirmed cases,9/15/2014,Montserrado County,352.0
19599,Total Number of Confirmed Cases of Sierra Leonean Nationality,9/15/2014,Montserrado County,0.0
19600,Total Number of Confirmed Cases of Guinean Nationality,9/15/2014,Montserrado County,1.0
21403,Specimens collected,9/15/2014,National,12.0
21404,Specimens pending for testing,9/15/2014,National,12.0
21405,Total specimens tested,9/15/2014,National,0.0
21406,Newly reported deaths,9/15/2014,National,30.0
21407,Total death/s in confirmed cases,9/15/2014,National,629.0
21408,Total death/s in probable cases,9/15/2014,National,526.0
21409,Total death/s in suspected cases,9/15/2014,National,326.0
21410,"Total death/s in confirmed, probable, suspected cases",9/15/2014,National,1481.0
21411,Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/15/2014,National,
21412,Newly reported contacts,9/15/2014,National,400.0
21413,Total contacts listed,9/15/2014,National,9274.0
21414,Currently under follow-up,9/15/2014,National,4885.0
21415,Contacts seen,9/15/2014,National,4711.0
21416,Contacts who completed 21 day follow-up,9/15/2014,National,151.0
21417,Contacts lost to follow-up,9/15/2014,National,2.0
21418,New admissions,9/15/2014,National,21.0
21419,Total no. currently in Treatment Units,9/15/2014,National,241.0
21420,Total discharges,9/15/2014,National,9.0
21421,Cumulative admission/isolation,9/15/2014,National,248.0
21422,Newly Reported Cases in HCW,9/15/2014,National,4.0
21423,Cumulative cases among HCW,9/15/2014,National,170.0
21424,Newly Reported deaths in HCW,9/15/2014,National,0.0
21425,Cumulative deaths among HCW,9/15/2014,National,83.0
21426,New Case/s (Suspected),9/15/2014,National,44.0
21427,New Case/s (Probable),9/15/2014,National,54.0
21428,New case/s (confirmed),9/15/2014,National,15.0
21429,Total suspected cases,9/15/2014,National,713.0
21430,Total probable cases,9/15/2014,National,1268.0
21431,Total confirmed cases,9/15/2014,National,823.0
21432,Total Number of Confirmed Cases of Sierra Leonean Nationality,9/15/2014,National,13.0
21433,Total Number of Confirmed Cases of Guinean Nationality,9/15/2014,National,4.0
23236,Specimens collected,9/15/2014,Nimba County,1.0
23237,Specimens pending for testing,9/15/2014,Nimba County,1.0
23238,Total specimens tested,9/15/2014,Nimba County,0.0
23239,Newly reported deaths,9/15/2014,Nimba County,2.0
23240,Total death/s in confirmed cases,9/15/2014,Nimba County,32.0
23241,Total death/s in probable cases,9/15/2014,Nimba County,51.0
23242,Total death/s in suspected cases,9/15/2014,Nimba County,12.0
23243,"Total death/s in confirmed, probable, suspected cases",9/15/2014,Nimba County,95.0
23244,Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/15/2014,Nimba County,
23245,Newly reported contacts,9/15/2014,Nimba County,0.0
23246,Total contacts listed,9/15/2014,Nimba County,544.0
23247,Currently under follow-up,9/15/2014,Nimba County,350.0
23248,Contacts seen,9/15/2014,Nimba County,350.0
23249,Contacts who completed 21 day follow-up,9/15/2014,Nimba County,11.0
23250,Contacts lost to follow-up,9/15/2014,Nimba County,0.0
23251,New admissions,9/15/2014,Nimba County,0.0
23252,Total no. currently in Treatment Units,9/15/2014,Nimba County,0.0
23253,Total discharges,9/15/2014,Nimba County,0.0
23254,Cumulative admission/isolation,9/15/2014,Nimba County,0.0
23255,Newly Reported Cases in HCW,9/15/2014,Nimba County,1.0
23256,Cumulative cases among HCW,9/15/2014,Nimba County,7.0
23257,Newly Reported deaths in HCW,9/15/2014,Nimba County,0.0
23258,Cumulative deaths among HCW,9/15/2014,Nimba County,2.0
23259,New Case/s (Suspected),9/15/2014,Nimba County,0.0
23260,New Case/s (Probable),9/15/2014,Nimba County,24.0
23261,New case/s (confirmed),9/15/2014,Nimba County,10.0
23262,Total suspected cases,9/15/2014,Nimba County,25.0
23263,Total probable cases,9/15/2014,Nimba County,87.0
23264,Total confirmed cases,9/15/2014,Nimba County,59.0
23265,Total Number of Confirmed Cases of Sierra Leonean Nationality,9/15/2014,Nimba County,0.0
23266,Total Number of Confirmed Cases of Guinean Nationality,9/15/2014,Nimba County,0.0
25069,Specimens collected,9/15/2014,River Gee County,0.0
25070,Specimens pending for testing,9/15/2014,River Gee County,0.0
25071,Total specimens tested,9/15/2014,River Gee County,0.0
25072,Newly reported deaths,9/15/2014,River Gee County,0.0
25073,Total death/s in confirmed cases,9/15/2014,River Gee County,0.0
25074,Total death/s in probable cases,9/15/2014,River Gee County,0.0
25075,Total death/s in suspected cases,9/15/2014,River Gee County,5.0
25076,"Total death/s in confirmed, probable, suspected cases",9/15/2014,River Gee County,5.0
25077,Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/15/2014,River Gee County,
25078,Newly reported contacts,9/15/2014,River Gee County,0.0
25079,Total contacts listed,9/15/2014,River Gee County,17.0
25080,Currently under follow-up,9/15/2014,River Gee County,3.0
25081,Contacts seen,9/15/2014,River Gee County,0.0
25082,Contacts who completed 21 day follow-up,9/15/2014,River Gee County,0.0
25083,Contacts lost to follow-up,9/15/2014,River Gee County,0.0
25084,New admissions,9/15/2014,River Gee County,0.0
25085,Total no. currently in Treatment Units,9/15/2014,River Gee County,0.0
25086,Total discharges,9/15/2014,River Gee County,0.0
25087,Cumulative admission/isolation,9/15/2014,River Gee County,0.0
25088,Newly Reported Cases in HCW,9/15/2014,River Gee County,0.0
25089,Cumulative cases among HCW,9/15/2014,River Gee County,0.0
25090,Newly Reported deaths in HCW,9/15/2014,River Gee County,0.0
25091,Cumulative deaths among HCW,9/15/2014,River Gee County,0.0
25092,New Case/s (Suspected),9/15/2014,River Gee County,0.0
25093,New Case/s (Probable),9/15/2014,River Gee County,0.0
25094,New case/s (confirmed),9/15/2014,River Gee County,0.0
25095,Total suspected cases,9/15/2014,River Gee County,6.0
25096,Total probable cases,9/15/2014,River Gee County,3.0
25097,Total confirmed cases,9/15/2014,River Gee County,0.0
25098,Total Number of Confirmed Cases of Sierra Leonean Nationality,9/15/2014,River Gee County,0.0
25099,Total Number of Confirmed Cases of Guinean Nationality,9/15/2014,River Gee County,0.0
26902,Specimens collected,9/15/2014,RiverCess County,0.0
26903,Specimens pending for testing,9/15/2014,RiverCess County,0.0
26904,Total specimens tested,9/15/2014,RiverCess County,0.0
26905,Newly reported deaths,9/15/2014,RiverCess County,0.0
26906,Total death/s in confirmed cases,9/15/2014,RiverCess County,0.0
26907,Total death/s in probable cases,9/15/2014,RiverCess County,1.0
26908,Total death/s in suspected cases,9/15/2014,RiverCess County,0.0
26909,"Total death/s in confirmed, probable, suspected cases",9/15/2014,RiverCess County,1.0
26910,Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/15/2014,RiverCess County,
26911,Newly reported contacts,9/15/2014,RiverCess County,0.0
26912,Total contacts listed,9/15/2014,RiverCess County,6.0
26913,Currently under follow-up,9/15/2014,RiverCess County,4.0
26914,Contacts seen,9/15/2014,RiverCess County,0.0
26915,Contacts who completed 21 day follow-up,9/15/2014,RiverCess County,0.0
26916,Contacts lost to follow-up,9/15/2014,RiverCess County,0.0
26917,New admissions,9/15/2014,RiverCess County,0.0
26918,Total no. currently in Treatment Units,9/15/2014,RiverCess County,0.0
26919,Total discharges,9/15/2014,RiverCess County,0.0
26920,Cumulative admission/isolation,9/15/2014,RiverCess County,0.0
26921,Newly Reported Cases in HCW,9/15/2014,RiverCess County,0.0
26922,Cumulative cases among HCW,9/15/2014,RiverCess County,0.0
26923,Newly Reported deaths in HCW,9/15/2014,RiverCess County,0.0
26924,Cumulative deaths among HCW,9/15/2014,RiverCess County,0.0
26925,New Case/s (Suspected),9/15/2014,RiverCess County,0.0
26926,New Case/s (Probable),9/15/2014,RiverCess County,0.0
26927,New case/s (confirmed),9/15/2014,RiverCess County,0.0
26928,Total suspected cases,9/15/2014,RiverCess County,0.0
26929,Total probable cases,9/15/2014,RiverCess County,0.0
26930,Total confirmed cases,9/15/2014,RiverCess County,1.0
26931,Total Number of Confirmed Cases of Sierra Leonean Nationality,9/15/2014,RiverCess County,0.0
26932,Total Number of Confirmed Cases of Guinean Nationality,9/15/2014,RiverCess County,0.0
28735,Specimens collected,9/15/2014,Sinoe County,
28736,Specimens pending for testing,9/15/2014,Sinoe County,
28737,Total specimens tested,9/15/2014,Sinoe County,
28738,Newly reported deaths,9/15/2014,Sinoe County,0.0
28739,Total death/s in confirmed cases,9/15/2014,Sinoe County,1.0
28740,Total death/s in probable cases,9/15/2014,Sinoe County,0.0
28741,Total death/s in suspected cases,9/15/2014,Sinoe County,0.0
28742,"Total death/s in confirmed, probable, suspected cases",9/15/2014,Sinoe County,1.0
28743,Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/15/2014,Sinoe County,
28744,Newly reported contacts,9/15/2014,Sinoe County,0.0
28745,Total contacts listed,9/15/2014,Sinoe County,16.0
28746,Currently under follow-up,9/15/2014,Sinoe County,0.0
28747,Contacts seen,9/15/2014,Sinoe County,0.0
28748,Contacts who completed 21 day follow-up,9/15/2014,Sinoe County,0.0
28749,Contacts lost to follow-up,9/15/2014,Sinoe County,0.0
28750,New admissions,9/15/2014,Sinoe County,0.0
28751,Total no. currently in Treatment Units,9/15/2014,Sinoe County,0.0
28752,Total discharges,9/15/2014,Sinoe County,0.0
28753,Cumulative admission/isolation,9/15/2014,Sinoe County,0.0
28754,Newly Reported Cases in HCW,9/15/2014,Sinoe County,0.0
28755,Cumulative cases among HCW,9/15/2014,Sinoe County,0.0
28756,Newly Reported deaths in HCW,9/15/2014,Sinoe County,0.0
28757,Cumulative deaths among HCW,9/15/2014,Sinoe County,0.0
28758,New Case/s (Suspected),9/15/2014,Sinoe County,0.0
28759,New Case/s (Probable),9/15/2014,Sinoe County,0.0
28760,New case/s (confirmed),9/15/2014,Sinoe County,0.0
28761,Total suspected cases,9/15/2014,Sinoe County,2.0
28762,Total probable cases,9/15/2014,Sinoe County,0.0
28763,Total confirmed cases,9/15/2014,Sinoe County,1.0
28764,Total Number of Confirmed Cases of Sierra Leonean Nationality,9/15/2014,Sinoe County,0.0
28765,Total Number of Confirmed Cases of Guinean Nationality,9/15/2014,Sinoe County,0.0
30568,Specimens collected,9/15/2014,Unnamed: 3,
30569,Specimens pending for testing,9/15/2014,Unnamed: 3,
30570,Total specimens tested,9/15/2014,Unnamed: 3,
30571,Newly reported deaths,9/15/2014,Unnamed: 3,
30572,Total death/s in confirmed cases,9/15/2014,Unnamed: 3,
30573,Total death/s in probable cases,9/15/2014,Unnamed: 3,
30574,Total death/s in suspected cases,9/15/2014,Unnamed: 3,
30575,"Total death/s in confirmed, probable, suspected cases",9/15/2014,Unnamed: 3,
30576,Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/15/2014,Unnamed: 3,
30577,Newly reported contacts,9/15/2014,Unnamed: 3,
30578,Total contacts listed,9/15/2014,Unnamed: 3,
30579,Currently under follow-up,9/15/2014,Unnamed: 3,
30580,Contacts seen,9/15/2014,Unnamed: 3,
30581,Contacts who completed 21 day follow-up,9/15/2014,Unnamed: 3,
30582,Contacts lost to follow-up,9/15/2014,Unnamed: 3,
30583,New admissions,9/15/2014,Unnamed: 3,
30584,Total no. currently in Treatment Units,9/15/2014,Unnamed: 3,
30585,Total discharges,9/15/2014,Unnamed: 3,
30586,Cumulative admission/isolation,9/15/2014,Unnamed: 3,
30587,Newly Reported Cases in HCW,9/15/2014,Unnamed: 3,
30588,Cumulative cases among HCW,9/15/2014,Unnamed: 3,
30589,Newly Reported deaths in HCW,9/15/2014,Unnamed: 3,
30590,Cumulative deaths among HCW,9/15/2014,Unnamed: 3,
30591,New Case/s (Suspected),9/15/2014,Unnamed: 3,
30592,New Case/s (Probable),9/15/2014,Unnamed: 3,
30593,New case/s (confirmed),9/15/2014,Unnamed: 3,
30594,Total suspected cases,9/15/2014,Unnamed: 3,
30595,Total probable cases,9/15/2014,Unnamed: 3,
30596,Total confirmed cases,9/15/2014,Unnamed: 3,
30597,Total Number of Confirmed Cases of Sierra Leonean Nationality,9/15/2014,Unnamed: 3,
30598,Total Number of Confirmed Cases of Guinean Nationality,9/15/2014,Unnamed: 3,
1271,Specimens collected,9/16/2014,Bomi County,
1272,Specimens pending for testing,9/16/2014,Bomi County,
1273,Total specimens tested,9/16/2014,Bomi County,
1274,Newly reported deaths,9/16/2014,Bomi County,0.0
1275,Total death/s in confirmed cases,9/16/2014,Bomi County,27.0
1276,Total death/s in probable cases,9/16/2014,Bomi County,28.0
1277,Total death/s in suspected cases,9/16/2014,Bomi County,0.0
1278,"Total death/s in confirmed, probable, suspected cases",9/16/2014,Bomi County,55.0
1279,Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/16/2014,Bomi County,
1280,Newly reported contacts,9/16/2014,Bomi County,131.0
1281,Total contacts listed,9/16/2014,Bomi County,343.0
1282,Currently under follow-up,9/16/2014,Bomi County,270.0
1283,Contacts seen,9/16/2014,Bomi County,268.0
1284,Contacts who completed 21 day follow-up,9/16/2014,Bomi County,73.0
1285,Contacts lost to follow-up,9/16/2014,Bomi County,2.0
1286,New admissions,9/16/2014,Bomi County,0.0
1287,Total no. currently in Treatment Units,9/16/2014,Bomi County,0.0
1288,Total discharges,9/16/2014,Bomi County,0.0
1289,Cumulative admission/isolation,9/16/2014,Bomi County,0.0
1290,Newly Reported Cases in HCW,9/16/2014,Bomi County,
1291,Cumulative cases among HCW,9/16/2014,Bomi County,
1292,Newly Reported deaths in HCW,9/16/2014,Bomi County,
1293,Cumulative deaths among HCW,9/16/2014,Bomi County,
1294,New Case/s (Suspected),9/16/2014,Bomi County,0.0
1295,New Case/s (Probable),9/16/2014,Bomi County,1.0
1296,New case/s (confirmed),9/16/2014,Bomi County,0.0
1297,Total suspected cases,9/16/2014,Bomi County,7.0
1298,Total probable cases,9/16/2014,Bomi County,45.0
1299,Total confirmed cases,9/16/2014,Bomi County,33.0
1300,Total Number of Confirmed Cases of Sierra Leonean Nationality,9/16/2014,Bomi County,0.0
1301,Total Number of Confirmed Cases of Guinean Nationality,9/16/2014,Bomi County,3.0
3104,Specimens collected,9/16/2014,Bong County,
3105,Specimens pending for testing,9/16/2014,Bong County,
3106,Total specimens tested,9/16/2014,Bong County,
3107,Newly reported deaths,9/16/2014,Bong County,2.0
3108,Total death/s in confirmed cases,9/16/2014,Bong County,12.0
3109,Total death/s in probable cases,9/16/2014,Bong County,15.0
3110,Total death/s in suspected cases,9/16/2014,Bong County,40.0
3111,"Total death/s in confirmed, probable, suspected cases",9/16/2014,Bong County,67.0
3112,Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/16/2014,Bong County,
3113,Newly reported contacts,9/16/2014,Bong County,11.0
3114,Total contacts listed,9/16/2014,Bong County,682.0
3115,Currently under follow-up,9/16/2014,Bong County,222.0
3116,Contacts seen,9/16/2014,Bong County,222.0
3117,Contacts who completed 21 day follow-up,9/16/2014,Bong County,0.0
3118,Contacts lost to follow-up,9/16/2014,Bong County,0.0
3119,New admissions,9/16/2014,Bong County,1.0
3120,Total no. currently in Treatment Units,9/16/2014,Bong County,3.0
3121,Total discharges,9/16/2014,Bong County,0.0
3122,Cumulative admission/isolation,9/16/2014,Bong County,3.0
3123,Newly Reported Cases in HCW,9/16/2014,Bong County,
3124,Cumulative cases among HCW,9/16/2014,Bong County,
3125,Newly Reported deaths in HCW,9/16/2014,Bong County,
3126,Cumulative deaths among HCW,9/16/2014,Bong County,
3127,New Case/s (Suspected),9/16/2014,Bong County,1.0
3128,New Case/s (Probable),9/16/2014,Bong County,1.0
3129,New case/s (confirmed),9/16/2014,Bong County,0.0
3130,Total suspected cases,9/16/2014,Bong County,119.0
3131,Total probable cases,9/16/2014,Bong County,52.0
3132,Total confirmed cases,9/16/2014,Bong County,53.0
3133,Total Number of Confirmed Cases of Sierra Leonean Nationality,9/16/2014,Bong County,0.0
3134,Total Number of Confirmed Cases of Guinean Nationality,9/16/2014,Bong County,0.0
4937,Specimens collected,9/16/2014,Gbarpolu County,
4938,Specimens pending for testing,9/16/2014,Gbarpolu County,
4939,Total specimens tested,9/16/2014,Gbarpolu County,
4940,Newly reported deaths,9/16/2014,Gbarpolu County,0.0
4941,Total death/s in confirmed cases,9/16/2014,Gbarpolu County,0.0
4942,Total death/s in probable cases,9/16/2014,Gbarpolu County,0.0
4943,Total death/s in suspected cases,9/16/2014,Gbarpolu County,0.0
4944,"Total death/s in confirmed, probable, suspected cases",9/16/2014,Gbarpolu County,0.0
4945,Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/16/2014,Gbarpolu County,
4946,Newly reported contacts,9/16/2014,Gbarpolu County,0.0
4947,Total contacts listed,9/16/2014,Gbarpolu County,0.0
4948,Currently under follow-up,9/16/2014,Gbarpolu County,0.0
4949,Contacts seen,9/16/2014,Gbarpolu County,0.0
4950,Contacts who completed 21 day follow-up,9/16/2014,Gbarpolu County,0.0
4951,Contacts lost to follow-up,9/16/2014,Gbarpolu County,0.0
4952,New admissions,9/16/2014,Gbarpolu County,0.0
4953,Total no. currently in Treatment Units,9/16/2014,Gbarpolu County,0.0
4954,Total discharges,9/16/2014,Gbarpolu County,0.0
4955,Cumulative admission/isolation,9/16/2014,Gbarpolu County,0.0
4956,Newly Reported Cases in HCW,9/16/2014,Gbarpolu County,
4957,Cumulative cases among HCW,9/16/2014,Gbarpolu County,
4958,Newly Reported deaths in HCW,9/16/2014,Gbarpolu County,
4959,Cumulative deaths among HCW,9/16/2014,Gbarpolu County,
4960,New Case/s (Suspected),9/16/2014,Gbarpolu County,0.0
4961,New Case/s (Probable),9/16/2014,Gbarpolu County,0.0
4962,New case/s (confirmed),9/16/2014,Gbarpolu County,0.0
4963,Total suspected cases,9/16/2014,Gbarpolu County,1.0
4964,Total probable cases,9/16/2014,Gbarpolu County,0.0
4965,Total confirmed cases,9/16/2014,Gbarpolu County,0.0
4966,Total Number of Confirmed Cases of Sierra Leonean Nationality,9/16/2014,Gbarpolu County,0.0
4967,Total Number of Confirmed Cases of Guinean Nationality,9/16/2014,Gbarpolu County,0.0
6770,Specimens collected,9/16/2014,Grand Bassa,
6771,Specimens pending for testing,9/16/2014,Grand Bassa,
6772,Total specimens tested,9/16/2014,Grand Bassa,
6773,Newly reported deaths,9/16/2014,Grand Bassa,0.0
6774,Total death/s in confirmed cases,9/16/2014,Grand Bassa,13.0
6775,Total death/s in probable cases,9/16/2014,Grand Bassa,3.0
6776,Total death/s in suspected cases,9/16/2014,Grand Bassa,3.0
6777,"Total death/s in confirmed, probable, suspected cases",9/16/2014,Grand Bassa,19.0
6778,Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/16/2014,Grand Bassa,
6779,Newly reported contacts,9/16/2014,Grand Bassa,2.0
6780,Total contacts listed,9/16/2014,Grand Bassa,153.0
6781,Currently under follow-up,9/16/2014,Grand Bassa,153.0
6782,Contacts seen,9/16/2014,Grand Bassa,73.0
6783,Contacts who completed 21 day follow-up,9/16/2014,Grand Bassa,0.0
6784,Contacts lost to follow-up,9/16/2014,Grand Bassa,0.0
6785,New admissions,9/16/2014,Grand Bassa,0.0
6786,Total no. currently in Treatment Units,9/16/2014,Grand Bassa,0.0
6787,Total discharges,9/16/2014,Grand Bassa,0.0
6788,Cumulative admission/isolation,9/16/2014,Grand Bassa,0.0
6789,Newly Reported Cases in HCW,9/16/2014,Grand Bassa,
6790,Cumulative cases among HCW,9/16/2014,Grand Bassa,
6791,Newly Reported deaths in HCW,9/16/2014,Grand Bassa,
6792,Cumulative deaths among HCW,9/16/2014,Grand Bassa,
6793,New Case/s (Suspected),9/16/2014,Grand Bassa,8.0
6794,New Case/s (Probable),9/16/2014,Grand Bassa,13.0
6795,New case/s (confirmed),9/16/2014,Grand Bassa,2.0
6796,Total suspected cases,9/16/2014,Grand Bassa,27.0
6797,Total probable cases,9/16/2014,Grand Bassa,30.0
6798,Total confirmed cases,9/16/2014,Grand Bassa,40.0
6799,Total Number of Confirmed Cases of Sierra Leonean Nationality,9/16/2014,Grand Bassa,0.0
6800,Total Number of Confirmed Cases of Guinean Nationality,9/16/2014,Grand Bassa,0.0
8603,Specimens collected,9/16/2014,Grand Cape Mount,
8604,Specimens pending for testing,9/16/2014,Grand Cape Mount,
8605,Total specimens tested,9/16/2014,Grand Cape Mount,
8606,Newly reported deaths,9/16/2014,Grand Cape Mount,0.0
8607,Total death/s in confirmed cases,9/16/2014,Grand Cape Mount,6.0
8608,Total death/s in probable cases,9/16/2014,Grand Cape Mount,3.0
8609,Total death/s in suspected cases,9/16/2014,Grand Cape Mount,5.0
8610,"Total death/s in confirmed, probable, suspected cases",9/16/2014,Grand Cape Mount,14.0
8611,Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/16/2014,Grand Cape Mount,
8612,Newly reported contacts,9/16/2014,Grand Cape Mount,0.0
8613,Total contacts listed,9/16/2014,Grand Cape Mount,80.0
8614,Currently under follow-up,9/16/2014,Grand Cape Mount,77.0
8615,Contacts seen,9/16/2014,Grand Cape Mount,0.0
8616,Contacts who completed 21 day follow-up,9/16/2014,Grand Cape Mount,0.0
8617,Contacts lost to follow-up,9/16/2014,Grand Cape Mount,0.0
8618,New admissions,9/16/2014,Grand Cape Mount,0.0
8619,Total no. currently in Treatment Units,9/16/2014,Grand Cape Mount,0.0
8620,Total discharges,9/16/2014,Grand Cape Mount,0.0
8621,Cumulative admission/isolation,9/16/2014,Grand Cape Mount,0.0
8622,Newly Reported Cases in HCW,9/16/2014,Grand Cape Mount,
8623,Cumulative cases among HCW,9/16/2014,Grand Cape Mount,
8624,Newly Reported deaths in HCW,9/16/2014,Grand Cape Mount,
8625,Cumulative deaths among HCW,9/16/2014,Grand Cape Mount,
8626,New Case/s (Suspected),9/16/2014,Grand Cape Mount,0.0
8627,New Case/s (Probable),9/16/2014,Grand Cape Mount,0.0
8628,New case/s (confirmed),9/16/2014,Grand Cape Mount,0.0
8629,Total suspected cases,9/16/2014,Grand Cape Mount,6.0
8630,Total probable cases,9/16/2014,Grand Cape Mount,5.0
8631,Total confirmed cases,9/16/2014,Grand Cape Mount,6.0
8632,Total Number of Confirmed Cases of Sierra Leonean Nationality,9/16/2014,Grand Cape Mount,1.0
8633,Total Number of Confirmed Cases of Guinean Nationality,9/16/2014,Grand Cape Mount,0.0
10436,Specimens collected,9/16/2014,Grand Gedeh,
10437,Specimens pending for testing,9/16/2014,Grand Gedeh,
10438,Total specimens tested,9/16/2014,Grand Gedeh,
10439,Newly reported deaths,9/16/2014,Grand Gedeh,0.0
10440,Total death/s in confirmed cases,9/16/2014,Grand Gedeh,0.0
10441,Total death/s in probable cases,9/16/2014,Grand Gedeh,0.0
10442,Total death/s in suspected cases,9/16/2014,Grand Gedeh,2.0
10443,"Total death/s in confirmed, probable, suspected cases",9/16/2014,Grand Gedeh,2.0
10444,Case Fatality Rate (CFR) - Confirmed & Probable Cases,9/16/2014,Grand Gedeh,
10445,Newly reported contacts,9/16/2014,Grand Gedeh,0.0
10446,Total contacts listed,9/16/2014,Grand Gedeh,0.0
10447,Currently under follow-up,9/16/2014,Grand Gedeh,0.0
10448,Contacts seen,9/16/2014,Grand Gedeh,0.0
10449,Contacts who completed 21 day follow-up,9/16/2014,Grand Gedeh,0.0
10450,Contacts lost to follow-up,9/16/2014,Grand Gedeh,0.0
10451,New admissions,9/16/2014,Grand Gedeh,0.0
10452,Total no. currently in Treatment Units,9/16/2014,Grand Gedeh,0.0
